,Text,Label
9170,"I bet you are.,,,,,,,,,,,,,",4
9171,"on the screen,,,,,,,,,,,,,",4
9172,"and we could pick you up along the way,,,,,,,,,,,,,",0
9173,"prolly my white one,,,,,,,,,,,,,",4
9174,"what you are real thinking,,,,,,,,,,,,,",4
9175,"NOT ALL GUYS DO IT,,,,,,,,,,,,,",4
9176,"have to get up really e arly,,,,,,,,,,,,,",4
9177,"so whats the word?,,,,,,,,,,,,,",4
9178,"i need sum cloths tho,,,,,,,,,,,,,",4
9179,"depnds I am sure!,,,,,,,,,,,,,",4
9180,"west michigan,,,,,,,,,,,,,",4
9181,"i just wanted to know wat u wanted to do when u came so i know and dont do sumthing wrong,,,,,,,,,,,,,",4
9182,"u r pretty light skinned...,,,,,,,,,,,,,",3
9183,"it turned me on,,,,,,,,,,,,,",5
9184,"she let me buy some m&ms at the market tho,,,,,,,,,,,,,",4
9185,"ur names marino?,,,,,,,,,,,,,",2
9186,"nope same for you right,,,,,,,,,,,,,",4
9187,"is anyone ever mean to you online,,,,,,,,,,,,,",3
9188,"sorry to tell U that,,,,,,,,,,,,,",4
9189,"well hey listen, I'm not going to spell it out for you,,,,,,,,,,,,",4
9190,"yeah cuz hey i dont know who this bf is gona b lol,,,,,,,,,,,,,",4
9191,"u can call me if u want,,,,,,,,,,,,,",4
9192,"ur sweet,,,,,,,,,,,,,",1
9193,"what you want me to do?,,,,,,,,,,,,,",4
9194,"depends lik if sumthin special is goin on or sumtimes i stay at maggies ovrnite on school nites,,,,,,,,,,,,,",4
9195,"ull c wat i mean when we meet,,,,,,,,,,,,,",0
9196,"where can i kiss you if you let me,,,,,,,,,,,,,",5
9197,"so why do youy like me,,,,,,,,,,,,,",1
9198,"no skool,,,,,,,,,,,,,",3
9199,"omg i dont wanna get in trubble either!,,,,,,,,,,,,,",4
9200,"yea i konw but i like you,,,,,,,,,,,,,",1
9201,"yeah but im not too old though?,,,,,,,,,,,,,",3
9202,"did you tell your friend Tori about me then,,,,,,,,,,,,,",3
9203,"is it like captain? lol,,,,,,,,,,,,,",4
9204,"spank ur ass proper,,,,,,,,,,,,,",5
9205,"i was swuppose to until that mandatory saturday thing,,,,,,,,,,,,,",4
9206,""" the girl said"""" wat u think im ugly"","" u think im not worth looking at"""""",,,,,,,,,,,,",3
9207,"watching tv,,,,,,,,,,,,,",4
9208,"do u still want to meet me,,,,,,,,,,,,,",0
9209,"I didnt know about the game,,,,,,,,,,,,,",4
9210,"yea, and I might be able to get in ur pants? lol,,,,,,,,,,,,",5
9211,"u realy think so,,,,,,,,,,,,,",4
9212,"i was afraid u would i think iwas weird,,,,,,,,,,,,,",3
9213,"ur not boring i just wish u werent so sad,,,,,,,,,,,,,",4
9214,"did u want me to do that on cam again?,,,,,,,,,,,,,",1
9215,"yea i will i have been waiting 4ever,,,,,,,,,,,,,",4
9216,"dumb ass wifi i hate,,,,,,,,,,,,,",4
9217,"all by yourself then,,,,,,,,,,,,,",6
9218,"and that's me on your body,,,,,,,,,,,,,",5
9219,"what would u like to do when we see each other,,,,,,,,,,,,,",0
9220,"um im supposed to have school so mayb after,,,,,,,,,,,,,",4
9221,"physically right next to u,,,,,,,,,,,,,",5
9222,"i love the shit out of u,,,,,,,,,,,,,",1
9223,"i like the way ur hair is cut,,,,,,,,,,,,,",1
9224,"nothing getting ready to clean my room,,,,,,,,,,,,,",4
9225,"so u work in like a pharmecy?,,,,,,,,,,,,,",2
9226,"did you try it,,,,,,,,,,,,,",5
9227,"lol serious,,,,,,,,,,,,,",4
9228,"u make me happy,,,,,,,,,,,,,",1
9229,"yeah, thats why we make up our own fun lolz coz theres like nothing to do in town,,,,,,,,,,,,",4
9230,"i'm happy you happy,,,,,,,,,,,,,",1
9231,"well im new here and havent really dated much. i guess meeting someone here would b a little scary. u dont know what will happen,,,,,,,,,,,,,",3
9232,"what time u come?,,,,,,,,,,,,,",4
9233,"i would too, and want to see my baby gurl,,,,,,,,,,,,",3
9234,"so when she teaches u mom stays at home?,,,,,,,,,,,,,",6
9235,"think of anything U'd like to do in that amount of time?,,,,,,,,,,,,,",4
9236,"that culd be fun,,,,,,,,,,,,,",4
9237,"is there somewhere to park and maybe walk there,,,,,,,,,,,,,",4
9238,"until i get better,,,,,,,,,,,,,",4
9239,"if i wanna live with me yes ,,,,,,,,,,,,,",4
9240,"i want you bad,,,,,,,,,,,,,",5
9241,"Like for two days.,,,,,,,,,,,,,",4
9242,"and hopefully you like wild game meat too,,,,,,,,,,,,,",4
9243,"hungry,,,,,,,,,,,,,",4
9244,"lol awww your gpa girls ,,,,,,,,,,,,,",4
9245,"no a private biker bar,,,,,,,,,,,,,",4
9246,"okay ill probly be asleeep tho,,,,,,,,,,,,,",4
9247,"wht ya mean babe,,,,,,,,,,,,,",1
9248,"n going online,,,,,,,,,,,,,",4
9249,"tell her to go back to sleep,,,,,,,,,,,,,",4
9250,"whats that mean,,,,,,,,,,,,,",4
9251,"I will not abuse it,,,,,,,,,,,,,",1
9252,"lol...that's ok,,,,,,,,,,,,,",4
9253,"I'm waiting to hear your voice,,,,,,,,,,,,,",1
9254,"after we get to know each other,,,,,,,,,,,,,",3
9255,"wat wuld u like?,,,,,,,,,,,,,",5
9256,"meetin u n the other stuff,,,,,,,,,,,,,",4
9257,"just smoke a joint,,,,,,,,,,,,,",4
9258,"smelling,,,,,,,,,,,,,",4
9259,"no one ealse does much around here,,,,,,,,,,,,,",4
9260,"ok..what u watching,,,,,,,,,,,,,",4
9261,"y she wanna kill herself?,,,,,,,,,,,,,",4
9262,"for something to drink along the way,,,,,,,,,,,,,",4
9263,"no im not messing with u ,,,,,,,,,,,,,",4
9264,"just lost everything in house ,,,,,,,,,,,,,",4
9265,"we don't wanna scare everyone ,,,,,,,,,,,,,",4
9266,"see i'm being silly,,,,,,,,,,,,,",4
9267,"55 isnt that old,,,,,,,,,,,,,",3
9268,"it's retarded,,,,,,,,,,,,,",4
9269,"got me wonderin,,,,,,,,,,,,,",4
9270,"if you feel you already had a good time, it's gonna be hard to enjoy and try new stuff the next time,,,,,,,,,,,,",1
9271,"but people always wanna copy me,,,,,,,,,,,,,",4
9272,"the guy you cheat on your husband with?,,,,,,,,,,,,,",3
9273,"unless they r gay,,,,,,,,,,,,,",4
9274,"glad to se you like that,,,,,,,,,,,,,",4
9275,"got scared was thinkin ur a cop,,,,,,,,,,,,,",4
9276,"guess we both gotta work on tat huh?,,,,,,,,,,,,,",4
9277,"lol I was omg she isnt coming back. she got caught,,,,,,,,,,,,,",6
9278,"did you see the new pics i put up on myspace?,,,,,,,,,,,,,",2
9279,"telling you to tell him off,,,,,,,,,,,,,",3
9280,"i'll do anything you want,,,,,,,,,,,,,",1
9281,"awwwwww stop, I think ur increadibly awesome and I am totally sure that your amazingly fun to be around,,,,,,,,,,,,",1
9282,"not my house this time,,,,,,,,,,,,,",0
9283,"oh ok kewl i thought u wud b mad,,,,,,,,,,,,,",3
9284,"and get fucked,,,,,,,,,,,,,",5
9285,"id wear it just for u,,,,,,,,,,,,,",1
9286,"i understand ,,,,,,,,,,,,,",4
9287,"im in big debt with you lol,,,,,,,,,,,,,",4
9288,"hard??,,,,,,,,,,,,,",5
9289,"whatever its cuz of you,,,,,,,,,,,,,",1
9290,"those girls in the pics you sent me,,,,,,,,,,,,,",5
9291,"it was really awesome talking to you,,,,,,,,,,,,,",4
9292,"heaven meats earth lol,,,,,,,,,,,,,",4
9293,"yes. Oh, we can even kiss in the shower.,,,,,,,,,,,,",5
9294,"i luv the way that smells,,,,,,,,,,,,,",4
9295,"havent done much,,,,,,,,,,,,,",4
9296,"think ill look tomorrow ,,,,,,,,,,,,,",4
9297,"2 may have been a sub acct,,,,,,,,,,,,,",4
9298,"I was good at math so it didn't bother me,,,,,,,,,,,,,",4
9299,"what u gonna do 2 day?,,,,,,,,,,,,,",2
9300,"let me know it before we meet,,,,,,,,,,,,,",0
9301,"this day has sucked,,,,,,,,,,,,,",4
9302,"Id never want U to feel dum babe,,,,,,,,,,,,,",1
9303,"i just like to know I bet ill like,,,,,,,,,,,,,",4
9304,"I need to head out have a good night!,,,,,,,,,,,,,",4
9305,"wish i could see you,,,,,,,,,,,,,",1
9306,"k i guess ill talk 2 u later,,,,,,,,,,,,,",4
9307,"is that ok though?,,,,,,,,,,,,,",4
9308,"i just said that it gets hot and i like gatorade,,,,,,,,,,,,,",4
9309,"i will make some brownies or somethin lol,,,,,,,,,,,,,",4
9310,"do u love me,,,,,,,,,,,,,",1
9311,"u dont think i wanna see u?,,,,,,,,,,,,,",1
9312,"i want 2 talk 2 u tho so i kno ur real an not a girl or somthin k?,,,,,,,,,,,,,",4
9313,"good cops scare me,,,,,,,,,,,,,",4
9314,"send your mom to bed and let's talk on the phone!,,,,,,,,,,,,,",6
9315,"OR BIG COCK, WHICH EVER,,,,,,,,,,,,",5
9316,"its ok i just think its funny but then i dont think its funny cuz u do it all the time,,,,,,,,,,,,,",4
9317,"but on all of them u are so beautiful,,,,,,,,,,,,,",1
9318,"lol and you'd put one on? or the next day?,,,,,,,,,,,,,",4
9319,"ok I will bring my car,,,,,,,,,,,,,",0
9320,"but once you are 16 we can do this out in the open after i sign for you as an emancipated adult,,,,,,,,,,,,,",5
9321,"yer driving me crazy,,,,,,,,,,,,,",4
9322,"into sex,,,,,,,,,,,,,",5
9323,"what u doing now,,,,,,,,,,,,,",4
9324,"makes me shiver lol,,,,,,,,,,,,,",4
9325,"no he didnt do that 2 me,,,,,,,,,,,,,",4
9326,"yeah i jus turnd off the sound so she wuldnt hear,,,,,,,,,,,,,",6
9327,"and slowly finger in ur pussy,,,,,,,,,,,,,",5
9328,"#NAME?,,,,,,,,,,,,,",2
9329,"do u masterbate...jc,,,,,,,,,,,,,",5
9330,"i wanna love u,,,,,,,,,,,,,",1
9331,"is it fine with u?,,,,,,,,,,,,,",4
9332,"sigh y would u even think that?,,,,,,,,,,,,,",4
9333,"how are they going,,,,,,,,,,,,,",4
9334,"yes so when u coming 2 bend,,,,,,,,,,,,,",4
9335,"it cool i could bring the cam to you,,,,,,,,,,,,,",4
9336,"nipples sucked teasaed them have him finger you tatse you ,,,,,,,,,,,,,",5
9337,"babeeee itll b creep if other guys seee meeeee like tht,,,,,,,,,,,,,",1
9338,"so i take it u wanna go straight to the hotel room then?,,,,,,,,,,,,,",0
9339,"cuz i was sad u didnt want 2 come 2 my house,,,,,,,,,,,,,",0
9340,"i have some but i thought u saw them already,,,,,,,,,,,,,",4
9341,"tropic lodge,,,,,,,,,,,,,",4
9342,"you have everything in life waiting for you ,,,,,,,,,,,,,",4
9343,"kewl---i can make it out your way,,,,,,,,,,,,,",4
9344,"no email yet,,,,,,,,,,,,,",2
9345,"anytime,,,,,,,,,,,,,",4
9346,"we just got home,,,,,,,,,,,,,",4
9347,"im sorry that not what i meant,,,,,,,,,,,,,",4
9348,"you play any video games?,,,,,,,,,,,,,",3
9349,"what do u mean when u say dinner?,,,,,,,,,,,,,",4
9350,"You should be your best when I see you fully,,,,,,,,,,,,,",1
9351,"how was urs?,,,,,,,,,,,,,",4
9352,"so....what else u want to do that U cant do now?,,,,,,,,,,,,,",4
9353,"ok i can't wait till this weeken,,,,,,,,,,,,,",0
9354,"what exit are u do u know,,,,,,,,,,,,,",4
9355,"r u in atlanta?,,,,,,,,,,,,,",2
9356,"like i told u at very beginning, there is alot going on over the internet...,,,,,,,,,,,,",4
9357,"u remember who he was?,,,,,,,,,,,,,",4
9358,"thats good i just wanna give you a good fuckin too, i do enjoy talkin to you and want to meet, i just think you'll love the sex also,,,,,,,,,,,",0
9359,"but right now do mostly upper east states,,,,,,,,,,,,,",4
9360,"she dont anyways,,,,,,,,,,,,,",4
9361,"wearin my new bra an thong lol,,,,,,,,,,,,,",5
9362,"ya that could work,,,,,,,,,,,,,",4
9363,"n im not gonna call the cops lol,,,,,,,,,,,,,",4
9364,"aw im glad,,,,,,,,,,,,,",4
9365,"Still got the number?,,,,,,,,,,,,,",4
9366,"i want you too,,,,,,,,,,,,,",1
9367,"so sam do u wear high heels or any kind of heel,,,,,,,,,,,,,",1
9368,"of there own,,,,,,,,,,,,,",4
9369,"Why?,,,,,,,,,,,,,",4
9370,"so u helped put that fire out?,,,,,,,,,,,,,",4
9371,"then i had to pick up my sistwr,,,,,,,,,,,,,",4
9372,"well I guess you prob had to get going..sweet dreamz hunni n hope u have a better day tomorrow..hope to talk to you tomorrow nite...urs truely xoxoxoxoxoxoxo,,,,,,,,,,,,,",1
9373,"how was ur easter ,,,,,,,,,,,,,",4
9374,"the weekend after k?,,,,,,,,,,,,,",0
9375,"no...i work tommorrow,,,,,,,,,,,,,",4
9376,"alone? lol,,,,,,,,,,,,,",6
9377,"oh yah gettin back the hair thingy...would rub ur belly n play wit ur hair down below ur belly button unless u shave that..,,,,,,,,,,,,,",5
9378,"your friend probably would think i was a perv anyhow,,,,,,,,,,,,,",3
9379,"u have long hair ?,,,,,,,,,,,,,",3
9380,"dont want to get in trouble ,,,,,,,,,,,,,",4
9381,"so describe yourself to me ,,,,,,,,,,,,,",2
9382,"wow i didnt get those,,,,,,,,,,,,,",4
9383,"because of what we talked about, about your house,,,,,,,,,,,,",4
9384,"so is your house on the corner of the block?,,,,,,,,,,,,,",0
9385,"and wile we are watching the movie can i play with you,,,,,,,,,,,,,",5
9386,"i got vacation time,,,,,,,,,,,,,",4
9387,"lots of stuff,,,,,,,,,,,,,",4
9388,"since u going to do a good job taking care of me,,,,,,,,,,,,,",1
9389,"we went to disney like when i was 4 or something but i don't remember,,,,,,,,,,,,,",4
9390,"so if i leave its not cuz im mad at u k??,,,,,,,,,,,,,",4
9391,"lol thats cool i neva know any1 who didnt want 2 leave men i didnt want 2 leave them,,,,,,,,,,,,,",4
9392,"we can both do wut we wanna ,,,,,,,,,,,,,",5
9393,"have u ever had oral sex,,,,,,,,,,,,,",5
9394,"will u trust me in bed no matter what,,,,,,,,,,,,,",5
9395,"i wouldnt go w u if i didnt like u,,,,,,,,,,,,,",1
9396,"do u have a nice bed,,,,,,,,,,,,,",5
9397,"ok...i was gonna give u a j/o tip ,,,,,,,,,,,,,",4
9398,"thats my dinner lol,,,,,,,,,,,,,",4
9399,"ok baby, that way i get more time with you.,,,,,,,,,,,,",1
9400,"I'm pretty sure U'd be dead if he caught U on here, having conversations,,,,,,,,,,,,",1
9401,"i didn't see you online last nite,,,,,,,,,,,,,",4
9402,"was thinkin bout alot,,,,,,,,,,,,,",4
9403,"i really didnt like that by myself,,,,,,,,,,,,,",4
9404,"twice!!,,,,,,,,,,,,,",4
9405,"u wont laff at me about stuff i dont no how 2 do,,,,,,,,,,,,,",5
9406,"my sister has her other daughter at this diabetes camp,,,,,,,,,,,,,",4
9407,"when u want me to call u?,,,,,,,,,,,,,",4
9408,"people like who alot?,,,,,,,,,,,,,",4
9409,"i bet i will make u smile real big tomorrow too;),,,,,,,,,,,,,",1
9410,"what kind of surprises?,,,,,,,,,,,,,",4
9411,"i probs need to or i pass out on my desk tomorow,,,,,,,,,,,,,",4
9412,"so what you like to talk about,,,,,,,,,,,,,",4
9413,"how r u,,,,,,,,,,,,,",2
9414,"but not in a wide width,,,,,,,,,,,,,",4
9415,"I would never want to get u in trouble,,,,,,,,,,,,,",1
9416,"u can leav me offline,,,,,,,,,,,,,",4
9417,"I still want to get a couple of newer guns,,,,,,,,,,,,,",4
9418,"i love a good looking butt i am a butt guy,,,,,,,,,,,,,",5
9419,"thats next wednesday right?,,,,,,,,,,,,,",0
9420,"from fargo to out there,,,,,,,,,,,,,",4
9421,"lol look cute in them all,,,,,,,,,,,,,",1
9422,"omg yeah if u wanna,,,,,,,,,,,,,",4
9423,"are you tired?,,,,,,,,,,,,,",4
9424,"maybe....is that ok?,,,,,,,,,,,,,",4
9425,"went to my gfs house,,,,,,,,,,,,,",3
9426,"do you despartely want to get a erotic bj? ,,,,,,,,,,,,,",5
9427,"so it gets pretty crazy,,,,,,,,,,,,,",4
9428,"dont ur job ever shut down for nething?,,,,,,,,,,,,,",4
9429,"where u been,,,,,,,,,,,,,",4
9430,"can u tell me,,,,,,,,,,,,,",4
9431,"gues itll b cool to see everybody again tomorow,,,,,,,,,,,,,",4
9432,"what do you want next,,,,,,,,,,,,,",4
9433,"you know u love and wanna see me,,,,,,,,,,,,,",1
9434,"you gonna have house or apartment,,,,,,,,,,,,,",3
9435,"did you go down on him,,,,,,,,,,,,,",5
9436,"just say it baby,,,,,,,,,,,,,",1
9437,"yeah but you dont like me on cam,,,,,,,,,,,,,",5
9438,"cool im glad ur not mad,,,,,,,,,,,,,",1
9439,"alone in my room,,,,,,,,,,,,,",6
9440,"how old is he?,,,,,,,,,,,,,",3
9441,"u said u wanted 2 and i think i said yes,,,,,,,,,,,,,",4
9442,"i dont know what u want me 2 say or do 2 make u not so worried,,,,,,,,,,,,,",1
9443,"u feel bad about me,,,,,,,,,,,,,",3
9444,"will be on tomorrow at 11 ,,,,,,,,,,,,,",4
9445,"I wont lie I do think about sleeping with you and making love to you,,,,,,,,,,,,,",1
9446,"im jealous,,,,,,,,,,,,,",3
9447,"that fat huh,,,,,,,,,,,,,",4
9448,"your so sexy (I'm so 13.),,,,,,,,,,,,,",3
9449,"i kno i only got on real quik 2 see if u were on,,,,,,,,,,,,,",4
9450,"sweet why it scary,,,,,,,,,,,,,",4
9451,"u want me to lick you,,,,,,,,,,,,,",5
9452,"then u cum stay with me,,,,,,,,,,,,,",1
9453,"lmao that would be funny,,,,,,,,,,,,,",4
9454,"if i would get in trouble and we lived closer i would prolly ask u out,,,,,,,,,,,,,",4
9455,"not really we just move down here i dont really no any body yet,,,,,,,,,,,,,",4
9456,"did it sound cool to U?,,,,,,,,,,,,,",4
9457,"im smooth as u r,,,,,,,,,,,,,",1
9458,"sorry didn't know what that ment lol ,,,,,,,,,,,,,",4
9459,"that way u know when its gonna be in ur mouth lol ,,,,,,,,,,,,,",5
9460,"isn't ur ex from ur school?,,,,,,,,,,,,,",2
9461,"theres nooooo way shes not leavin,,,,,,,,,,,,,",6
9462,"like for more then 24 hours or not,,,,,,,,,,,,,",4
9463,"then ppl c me talkin 2 u an get us in trubble,,,,,,,,,,,,,",6
9464,"my Honda ,,,,,,,,,,,,,",0
9465,"wow,,that large,,,,,,,,,,,",5
9466,"i dont kno alot bout this stuff i guess now i feel stupid,,,,,,,,,,,,,",5
9467,"awwwwwwwwwww really,,,,,,,,,,,,,",1
9468,"i mightve but then i saw u deleted my comment to,,,,,,,,,,,,,",4
9469,"like that we have many customer facing applications,,,,,,,,,,,,,",4
9470,"so who is excited about tom lol ,,,,,,,,,,,,,",4
9471,"I would love you to strip dance for me,,,,,,,,,,,,,",5
9472,"so u think u can call later? ,,,,,,,,,,,,,",4
9473,"i cant stop thinking about you i really am falling in love with you,,,,,,,,,,,,,",1
9474,"but theyhaven't built the wireleess,,,,,,,,,,,,,",4
9475,"r u normally quiet,,,,,,,,,,,,,",4
9476,"well at least tell me what part of jackson you in,,,,,,,,,,,,,",4
9477,"so if you could do anything with a guy what would u do,,,,,,,,,,,,,",5
9478,"i just wanna expereence it all on sat,,,,,,,,,,,,,",0
9479,"he has 5 other builders that apprentice with them and after 6 months he picks 1 to continue to work with him,,,,,,,,,,,,,",4
9480,"ok.. but if you wish you can call me @ 646.229.3222,,,,,,,,,,,,,",3
9481,"do you want to hang out at my house,,,,,,,,,,,,,",0
9482,"if you don't see me your going to call though right?,,,,,,,,,,,,,",4
9483,"i finger in to ur pussy,,,,,,,,,,,,,",5
9484,"its ok i rely dont kno her i only seen her a coupel times my hole life,,,,,,,,,,,,,",4
9485,"And Really sorry if I have not mentioned this before...,,,,,,,,,,,,,",4
9486,"so was very excited,,,,,,,,,,,,,",4
9487,"not for a long time,,,,,,,,,,,,,",4
9488,"will you ask me to finger you until you cum for me?,,,,,,,,,,,,,",5
9489,"lol.,., wow.,.,. you can tell ur a city gurl all right., lol,,,,,,,,",3
9490,"i hope i can make u happy,,,,,,,,,,,,,",1
9491,"did u ever seen any porn pics?,,,,,,,,,,,,,",5
9492,"i dont want you to wait outside too long,,,,,,,,,,,,,",0
9493,"I'll be thinkin of U,,,,,,,,,,,,,",1
9494,"i try ,,,,,,,,,,,,,",4
9495,"I been working all day and I'm off but I'm still running around,,,,,,,,,,,,,",4
9496,"unless you want a bare cock in you,,,,,,,,,,,,,",5
9497,"you dont mind these questions do you,,,,,,,,,,,,,",1
9498,"you like McDonald's,,,,,,,,,,,,,",3
9499,"sure dear.. you looking so good with that black outfit,,,,,,,,,,,,,",1
9500,"hand me my walker plz.,,,,,,,,,,,,,",4
9501,"so hes still seeing your mom ? that is crazy,,,,,,,,,,,,,",3
9502,"ha ha i made you smile,,,,,,,,,,,,,",1
9503,"your got everything in the right places,,,,,,,,,,,,,",4
9504,"are you excited?,,,,,,,,,,,,,",5
9505,"I'm just messin though I know I wouldnt scare yah,,,,,,,,,,,,,",4
9506,"by giving pleasure to you before me ,,,,,,,,,,,,,",5
9507,"someone at school told me i waz ugly,,,,,,,,,,,,,",3
9508,"so im prolly gonna get off here in abt half an hour so i can have a shower and stuff,,,,,,,,,,,,,",4
9509,"you have a great body,,,,,,,,,,,,,",1
9510,"did u really worry about me finding someone else?,,,,,,,,,,,,,",1
9511,"yes;what's it like descriptively,,,,,,,,,,,,,",4
9512,"aww thx sorry i think shes home tho,,,,,,,,,,,,,",6
9513,"So i bought u a purple throng,,,,,,,,,,,,,",5
9514,"no im good...ciomputer is bein slow,,,,,,,,,,,,,",4
9515,"I like that color too,,,,,,,,,,,,,",4
9516,"tell me bout the dream lol,,,,,,,,,,,,,",1
9517,"cuz i think i am cuz i like stuff no1 relly likes i dunno y i like it but ido,,,,,,,,,,,,,",4
9518,"do you have a favorite movie?,,,,,,,,,,,,,",3
9519,"a guy or girl friend,,,,,,,,,,,,,",4
9520,"she wont know to go straght up 231 she would think you are in one of the neighborhoods,,,,,,,,,,,,,",4
9521,"no not back then, he was schoked,,,,,,,,,,,,",4
9522,"well I didn't like it but Ive seen it im sayin,,,,,,,,,,,,,",4
9523,"or something else?,,,,,,,,,,,,,",4
9524,"i meant use doesn't , not don't,,,,,,,,,,,,",4
9525,"or the girls dont care,,,,,,,,,,,,,",4
9526,"i wana try stuff,,,,,,,,,,,,,",5
9527,"ya but my mom cant see me,,,,,,,,,,,,,",6
9528,"I wont leave u without me,,,,,,,,,,,,,",1
9529,"no just smart,,,,,,,,,,,,,",4
9530,"gpa got pizza 4 supper,,,,,,,,,,,,,",4
9531,"Hey, I'm going down that way Tursday to watch the shuttle launch,,,,,,,,,,,,",4
9532,"have fun with it,,,,,,,,,,,,,",4
9533,"i hope i never have to see nickelback,,,,,,,,,,,,,",3
9534,"how was ur day?,,,,,,,,,,,,,",2
9535,"im not fat,,,,,,,,,,,,,",4
9536,"awww ty but ur just saying that. i dont think im cute or handsome,,,,,,,,,,,,,",3
9537,"science as in osmosis - the diffusion of particules from a high concentration to a low concentration by passing thru a semi-permeable membrane,,,,,,,,,,,,,",4
9538,"Im going to spend some money on u your my girl,,,,,,,,,,,,,",1
9539,"ABOUT AS MUCH AS EVERYONE ELSE I GUESS,,,,,,,,,,,,,",4
9540,"at least a little i will,,,,,,,,,,,,,",4
9541,"what else r u ready for,,,,,,,,,,,,,",5
9542,"just trying to set something up ,,,,,,,,,,,,,",4
9543,"i had to make some calls about my mom,,,,,,,,,,,,,",4
9544,"guess your not here,,,,,,,,,,,,,",4
9545,"oh in the summer that is so much nicer then winter,,,,,,,,,,,,,",4
9546,"is smoke coming out back bad?,,,,,,,,,,,,,",4
9547,"wishing u were here in my arms,,,,,,,,,,,,,",1
9548,"its like from some place called wicked weasel or sumthin like that,,,,,,,,,,,,,",4
9549,"dont u like the picts on my myspace?,,,,,,,,,,,,,",2
9550,"i have a monte carlo ss,,,,,,,,,,,,,",4
9551,"he told everyone he fucked her and she didnt care,,,,,,,,,,,,,",3
9552,"yeah but i dont got a door,,,,,,,,,,,,,",4
9553,"yes if im not on at 3 ill be on at like 11,,,,,,,,,,,,,",4
9554,"Mmmmm have to show me to prove it lol,,,,,,,,,,,,,",4
9555,"All night, if you want,,,,,,,,,,,,",4
9556,"ok...here it is Ryan...we would love to meet you...but if we come out there, we will have to meet you somewhere besides your house first. ,,,,,,,,,,,,",0
9557,"just like bfore,,,,,,,,,,,,,",4
9558,"was nice to see them,,,,,,,,,,,,,",4
9559,"i just used to run track,,,,,,,,,,,,,",4
9560,"theres like a dune thingy there,,,,,,,,,,,,,",4
9561,"go ahead.. give me the zip code pls,,,,,,,,,,,,,",0
9562,"lips would too,,,,,,,,,,,,,",5
9563,"omg and u said i worry 2 much,,,,,,,,,,,,,",1
9564,"i will tell you this ,,,,,,,,,,,,,",4
9565,"well if you were gonna pass by it....id want you to think of me,,,,,,,,,,,,,",1
9566,"i will try 2 call u at like 2;30,,,,,,,,,,,,,",4
